sofifa_id,player_url,short_name,long_name,age,dob,height_cm,weight_kg,nationality,club,overall,potential,value_eur,wage_eur,player_positions,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,body_type,real_face,release_clause_eur,player_tags,team_position,team_jersey_number,loaned_from,joined,contract_valid_until,nation_position,nation_jersey_number,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb
193082,https://sofifa.com/player/193082/juan-cuadrado/15/157759,J. Cuadrado,Juan Cuadrado,26,1988-05-26,176,66,Colombia,Fiorentina,83,87,0,0,"RM, LM",Right,3,3,5,High/Medium,Lean,No,,"#Speedster, #Dribbler, #Acrobat",RW,11,,2013-07-01,2017,RM,11,93,77,76,87,57,71,,,,,,,"Power Free-Kick, Diver, Selfish, Long Shot Taker (CPU AI Only), Technical Dribbler (CPU AI Only)",83-1,75-1,59-1,79-1,75-1,89+1,73-1,69-1,75-1,85+1,92,94,90,75-1,77+1,83-1,60,80,64,80,79-1,55-1,78-1,68-1,65-1,,54-1,59-1,64-1,5-1,5-1,13-1,6-1,9-1,78+1,78+1,78+1,83+1,80+1,80+1,80+1,83+1,80+1,80+1,80+1,82+1,75+1,75+1,75+1,82+1,73+1,69+1,69+1,69+1,73+1,69+1,64+1,64+1,64+1,69+1
171833,https://sofifa.com/player/171833/daniel-sturridge/15/157759,D. Sturridge,Daniel Andre Sturridge,24,1989-09-01,183,76,England,Liverpool,83,86,0,0,"ST, RW",Left,3,2,4,Medium/Low,Normal,Yes,,,SUB,15,,2013-01-02,2018,SUB,20,89,82,69,81,29,70,,,,,,,"Injury Prone, Avoids Using Weaker Foot, Selfish, Finesse Shot, Flair, Speed Dribbler (CPU AI Only)",62,85-1,73,75,76,84-1,62,68,62,81,88-1,90,78,82-1,64,83,74,72,73,78,60,22,84-1,74,75,,25,24,25,7,15,9,5,13,82+1,82+1,82+1,79+1,82+1,82+1,82+1,79+1,80+1,80+1,80+1,77+1,69+1,69+1,69+1,77+1,56+1,57+1,57+1,57+1,56+1,51+1,47+1,47+1,47+1,51+1
180206,https://sofifa.com/player/180206/miralem-pjanic/15/157759,M. Pjanić,Miralem Pjanić,24,1990-04-02,180,74,Bosnia Herzegovina,Roma,83,86,0,0,CM,Right,3,4,3,Medium/Medium,Normal,Yes,,#Playmaker  ,RCM,15,,2011-08-31,2018,,,72,75,85,84,63,66,,,,,,,"Finesse Shot, Long Shot Taker (CPU AI Only), Playmaker (CPU AI Only), Technical Dribbler (CPU AI Only)",77-3,70-1,61-1,89-1,71-1,83-1,81-1,85-1,85-1,89-1,72,72,76,85-1,70+2,79-1,66,76,60,84,67-1,67-1,77-1,88-2,79-1,,57-1,67-1,65-1,7-1,7-1,13-1,7-1,8-1,76+1,76+1,76+1,81+1,80+1,80+1,80+1,81+1,83+1,83+1,83+1,82+1,82+1,82+1,82+1,82+1,75+1,76+1,76+1,76+1,75+1,71+1,67+1,67+1,67+1,71+1
186561,https://sofifa.com/player/186561/aaron-ramsey/15/157759,A. Ramsey,Aaron Ramsey,23,1990-12-26,177,70,Wales,Arsenal,83,86,0,0,"CM, CDM",Right,3,3,3,High/High,Lean,Yes,,#Engine,RCM,16,,2008-06-13,2019,CAM,10,71,78,79,80,70,77,,,,,,,Long Shot Taker (CPU AI Only),74,77+1,58,84,78+2,81,64,70,82,82,73,69,74,81+4,75,81,63,93,71+2,78+1,75,72,84+2,81,76,,65,77,68,6,11,5,10,8,77+1,77+1,77+1,79+1,79+1,79+1,79+1,79+1,81+1,81+1,81+1,80+1,82+1,82+1,82+1,80+1,77+1,78+1,78+1,78+1,77+1,74+1,71+1,71+1,71+1,74+1
189505,https://sofifa.com/player/189505/pedro-rodriguez-ledesma/15/157759,Pedro,Pedro Eliezer Rodríguez Ledesma,26,1987-07-28,169,64,Spain,FC Barcelona,83,86,0,0,"LW, RW",Right,3,5,4,High/Medium,Normal,Yes,,,RW,7,,2008-01-01,2016,RW,11,83,76,78,84,37,60,,,,,,,,78-1,80-1,55,83-1,70,84-1,81,57,74,85-2,86,80-3,84,88,82,71,67,78,52,73-1,56,49,85-2,75-2,66,,30,32,31,5,11,12,15,9,77+1,77+1,77+1,82+1,80+1,80+1,80+1,82+1,82+1,82+1,82+1,82+1,75+1,75+1,75+1,82+1,64+1,64+1,64+1,64+1,64+1,57+1,49+1,49+1,49+1,57+1
170481,https://sofifa.com/player/170481/ezequiel-garay/15/157759,E. Garay,Ezequiel Marcelo Garay,27,1986-10-10,188,80,Argentina,Zenit St. Petersburg,83,85,0,0,CB,Right,3,3,2,Medium/Medium,Normal,No,,,LCB,24,,2014-07-01,2019,LCB,2,52,57,68,64,86,78,,,,,,,,62,48+2,86+1,72-1,46,62,55,74,75-1,73,50-10,54,57-6,77-2,38-12,76,71-3,70,85+2,60,74,82-4,49,63-5,76,,88+3,87,80-2,14,6,13,13,14,63+1,63+1,63+1,62+1,64+1,64+1,64+1,62+1,64+1,64+1,64+1,65+1,70+1,70+1,70+1,65+1,74+1,77+1,77+1,77+1,74+1,77+1,82+1,82+1,82+1,77+1
170890,https://sofifa.com/player/170890/blaise-matuidi/15/157759,B. Matuidi,Blaise Matuidi,27,1987-04-09,175,70,France,Paris Saint-Germain,83,85,0,0,"CDM, CM",Left,3,3,2,High/High,Lean,Yes,,"#Engine, #Tactician ",LCM,14,,2011-07-01,2018,LDM,14,78,67,76,76,84,82,,,,,,,Team Player,72,65,73-4,83,72,73,65,52,79-1,77-3,77,79,81,83-3,79,74,81,95+2,75,66,85,88,70,74-3,56,,84+3,84,83,8,11,5,10,14,73+1,73+1,73+1,75+1,74+1,74+1,74+1,75+1,75+1,75+1,75+1,77+1,79+1,79+1,79+1,77+1,82+1,82+1,82+1,82+1,82+1,83+1,82+1,82+1,82+1,83+1
167628,https://sofifa.com/player/167628/stephane-ruffier/15/157759,S. Ruffier,Stéphane Ruffier,27,1986-09-27,188,90,France,AS Saint-Étienne,83,84,0,0,GK,Right,3,3,1,Medium/Medium,Normal,No,,,GK,16,,2011-07-01,2015,SUB,16,,,,,,,82,80,77,86,54,82,,25,25,25,33,25,25,25,25,34,26,55,54,54,75-3,55,21,72,37,76,25,31,25,25,25,25,,25,25,25,82-1,80,77-1,82,86+2,,,,,,,,,,,,,,,,,,,,,,,,,,
168651,https://sofifa.com/player/168651/ivan-rakitic/15/157759,I. Rakitić,Ivan Rakitić,26,1988-03-10,184,75,Croatia,FC Barcelona,83,84,0,0,"CAM, CM",Right,3,3,3,Medium/Medium,Normal,Yes,,#Crosser,RCM,4,,2014-06-24,2019,,,69,82,87,81,55,67,,,,,,,Finesse Shot,89+3,80,49,85-1,80,81+2,87,84,90+1,86+1,69+2,69-1,72,78+1,66,85+4,52,79+2,63,84,67,61,80+2,87+2,78,,51+3,59,50,14,11,12,5,9,76+1,76+1,76+1,82+1,80+1,80+1,80+1,82+1,82+1,82+1,82+1,83+1,81+1,81+1,81+1,83+1,71+1,73+1,73+1,73+1,71+1,66+1,60+1,60+1,60+1,66+1
173221,https://sofifa.com/player/173221/antonio-candreva/15/157759,A. Candreva,Antonio Candreva,27,1987-02-28,181,72,Italy,Lazio,83,84,0,0,RW,Right,2,4,4,High/Medium,Lean,No,,#Distance Shooter,RW,87,,2012-01-01,2018,SUB,6,85,79,82,84,57,74,,,,,,,"Power Free-Kick, Long Shot Taker (CPU AI Only), Speed Dribbler (CPU AI Only)",87+1,72+3,55-1,83-1,79-1,85-1,79-1,79-1,75-1,85-1,86,84,78,79-1,76,90,57,93+6,70,84,66-1,64-1,77-1,83-1,88+3,,51-1,59-1,59-1,10-1,4-1,14-1,4-1,14-1,78+0,78+0,78+0,83+0,81+0,81+0,81+0,83+0,82+0,82+0,82+0,83+0,79+0,79+0,79+0,83+0,74+0,73+0,73+0,73+0,74+0,70+0,63+0,63+0,63+0,70+0
2196,https://sofifa.com/player/2196/roman-weidenfeller/15/157759,R. Weidenfeller,Roman Weidenfeller,33,1980-08-06,188,85,Germany,Borussia Dortmund,83,83,0,0,GK,Left,3,1,1,Medium/Medium,Normal,Yes,,,GK,1,,2002-07-01,2016,SUB,22,,,,,,,82,84,61,82,33,85,"Leadership, Puncher, One Club Player",25,25,25,31,25,25,25,25,27,25,32-6,33-9,39,85+1,36,44,73,32,74-1,25,38,25,25,25,29,,25,25,25,82-1,84,61+1,85-1,82-3,,,,,,,,,,,,,,,,,,,,,,,,,,
13732,https://sofifa.com/player/13732/john-terry/15/157759,J. Terry,John Terry,33,1980-12-07,187,90,England,Chelsea,83,83,0,0,CB,Right,3,4,2,Medium/High,Normal,Yes,,,LCB,26,,1998-10-28,2015,,,41,47,56,52,84,80,,,,,,,"Leadership, Power Header, One Club Player",42,46,90,63,55,45,44,31,64,61,34,47,44,82,46,61,75,67,84,33,88,83,38,59,52,,83,85,83,14,5,6,15,8,56+1,56+1,56+1,50+1,54+1,54+1,54+1,50+1,54+1,54+1,54+1,54+1,62+1,62+1,62+1,54+1,68+1,74+1,74+1,74+1,68+1,75+1,82+1,82+1,82+1,75+1
53612,https://sofifa.com/player/53612/per-mertesacker/15/157759,P. Mertesacker,Per Mertesacker,29,1984-09-29,198,90,Germany,Arsenal,83,83,0,0,CB,Right,3,3,2,Medium/Medium,Normal,Yes,,"#Aerial Threat, #Tactician , #Strength",RCB,4,,2011-08-31,2017,,,31,41,57,48,87,76,,,,,,,"Injury Free, Leadership, Power Header",38,36,90-1,71,30,39,39,45,58,65,29,33-5,29,85,28,71,33,64,90+1,25,69,87-1,43,58,42,,87+1,87+1,84-1,12,13,5,12,8,54+1,54+1,54+1,47+1,53+1,53+1,53+1,47+1,55+1,55+1,55+1,53+1,63+1,63+1,63+1,53+1,69+1,75+1,75+1,75+1,69+1,75+1,82+1,82+1,82+1,75+1
112253,https://sofifa.com/player/112253/jeremy-toulalan/15/157759,J. Toulalan,Jérémy Toulalan,30,1983-09-10,183,77,France,AS Monaco,83,83,0,0,"CDM, CM",Right,3,3,2,Medium/High,Normal,Yes,,#Tactician ,CDM,28,,2013-07-07,2015,,,53,50,77,71,79,82,,,,,,,Injury Prone,68,27,70,83-1,27,69,53,56-1,83-2,79,54,52-4,55,82,64,78-2,69,91,79,72-2,82-1,90-1,68-2,80,56,,68+4,88-1,75,12,6,15,5,7,61+1,61+1,61+1,69+1,68+1,68+1,68+1,69+1,73+1,73+1,73+1,74+1,80+1,80+1,80+1,74+1,78+1,82+1,82+1,82+1,78+1,79+1,78+1,78+1,78+1,79+1
120533,https://sofifa.com/player/120533/kepler-laveran-lima-ferreira/15/157759,Pepe,Képler Laveran Lima Ferreira,31,1983-02-26,188,81,Portugal,Real Madrid,83,83,0,0,"CB, CDM",Right,3,3,2,Medium/High,Lean,Yes,,#Tackling ,RCB,3,,2007-07-01,2016,RCB,3,73,51,58,59,84,83,,,,,,,Dives Into Tackles (CPU AI Only),46,46,80,67,23,58,44,47,60,57,69,77,67,73,58,63,78,75,83,56,94+2,83-2,40,58-2,57,,82,86,90-2,8,15,5,9,10,58+1,58+1,58+1,58+1,59+1,59+1,59+1,58+1,59+1,59+1,59+1,60+1,64+1,64+1,64+1,60+1,72+1,73+1,73+1,73+1,72+1,77+1,82+1,82+1,82+1,77+1
137186,https://sofifa.com/player/137186/andrea-barzagli/15/157759,A. Barzagli,Andrea Barzagli,33,1981-05-08,186,79,Italy,Juventus,83,83,0,0,CB,Right,3,3,2,Low/High,Normal,Yes,,"#Tackling , #Tactician ",SUB,15,,2011-01-01,2015,,,75,36,58,59,86,79,,,,,,,"Injury Prone, Leadership",43-1,30-1,79+4,67-1,34-1,52-3,50-1,36-1,67+2,66-3,75,75,59,80-3,60,51-5,84,69,84,30,77-3,89-1,37-1,56+2,55-1,,87,87-2,85,4-1,2-1,4-1,2-1,4-1,53+1,53+1,53+1,56+1,54+1,54+1,54+1,56+1,56+1,56+1,56+1,60+1,64+1,64+1,64+1,60+1,73+1,76+1,76+1,76+1,73+1,78+1,82+1,82+1,82+1,78+1
140601,https://sofifa.com/player/140601/nemanja-vidic/15/157759,N. Vidić,Nemanja Vidić,32,1981-10-21,190,88,Serbia,Inter,83,83,0,0,CB,Right,3,3,2,Medium/High,Normal,Yes,,#Strength,SUB,15,,2014-07-01,2016,,,52,39,55,51,84,83,,,,,,,"Injury Prone, Power Header",39-1,36-1,88-1,64-1,40-1,43-1,42-1,47-1,61-1,62-1,49-2,55+1,50,76-1,47,56-1,85,64,90,28,90-2,81-1,25-1,55-1,58-1,,84-1,85-1,81-1,11-1,4-1,13-1,7-1,5-1,51+1,51+1,51+1,48+1,50+1,50+1,50+1,48+1,51+1,51+1,51+1,53+1,59+1,59+1,59+1,53+1,68+1,73+1,73+1,73+1,68+1,74+1,82+1,82+1,82+1,74+1
142754,https://sofifa.com/player/142754/javier-mascherano/15/157759,J. Mascherano,Javier Alejandro Mascherano,30,1984-06-08,174,74,Argentina,FC Barcelona,83,83,0,0,CB,Right,3,3,2,Medium/High,Normal,Yes,,"#Tackling , #Tactician ",SUB,14,,2010-08-01,2018,LCM,14,69,59,70,69,84,80,,,,,,,Dives Into Tackles (CPU AI Only),63,51,66,78,59,58,63,50,75-1,82+1,69,69+1,72,84,79,76,75,87,74,59,89-1,92,51,68-8,64,,82-1,87-3,85-2,6,10,8,5,5,64+1,64+1,64+1,67+1,66+1,66+1,66+1,67+1,69+1,69+1,69+1,70+1,75+1,75+1,75+1,70+1,80+1,82+1,82+1,82+1,80+1,82+1,82+1,82+1,82+1,82+1
146439,https://sofifa.com/player/146439/alvaro-negredo-sanchez/15/157759,Negredo,Álvaro Negredo Sánchez,28,1985-08-20,186,79,Spain,Valencia CF,83,83,0,0,ST,Left,3,3,3,High/High,Stocky,Yes,,,SUB,7,Manchester City,,2015,,,73,83,68,77,39,82,,,,,,,"Power Free-Kick, Avoids Using Weaker Foot, Power Header",53,84,84,76,83,78,68,69-2,66,80-3,70-2,75-2,68,80,58,88,81,72,88,78,80,32,84,68,82,,36+11,34,32+10,11,6,11,7,13,82+1,82+1,82+1,73+1,80+1,80+1,80+1,73+1,77+1,77+1,77+1,72+1,69+1,69+1,69+1,72+1,57+1,62+1,62+1,62+1,57+1,55+1,57+1,57+1,57+1,55+1
146530,https://sofifa.com/player/146530/daniel-alves-da-silva/15/157759,Dani Alves,Daniel Alves da Silva,31,1983-05-06,173,64,Brazil,FC Barcelona,83,83,0,0,RB,Right,4,3,3,High/Low,Normal,Yes,,,RB,22,,2008-07-01,2015,SUB,2,86,70,79,83,76,68,,,,,,,"Power Free-Kick, Diver",85+2,60,69+3,83+1,68,81,77,74,79,85,84-3,87-5,84-4,85-2,82-2,88,78-7,79-9,55-16,77,85+1,83+2,63,67+5,70,,66-3,81-1,83-3,5,11,9,6,7,74+2,74+2,74+2,80+2,77+2,77+2,77+2,80+2,77+2,77+2,77+2,80+2,78+2,78+2,78+2,80+2,82+2,78+2,78+2,78+2,82+2,81+2,76+2,76+2,76+2,81+2
146536,https://sofifa.com/player/146536/jesus-navas-gonzalez/15/157759,Jesús Navas,Jesús Navas González,28,1985-11-21,170,60,Spain,Manchester City,83,83,0,0,RM,Right,3,3,4,Medium/Medium,Lean,Yes,,"#Speedster, #Acrobat",RM,15,,2013-07-01,2017,,,91,71,78,84,29,53,,,,,,,Speed Dribbler (CPU AI Only),84+1,67,55,80,79,83-4,80,46,74+3,83-1,92,90,91,82,87,78,70,79,34-15,74,62,33,78,79,56,,27,20,26,10,10,15,7,13,74+1,74+1,74+1,83+1,78+1,78+1,78+1,83+1,80+1,80+1,80+1,82+1,72+1,72+1,72+1,82+1,60+1,59+1,59+1,59+1,60+1,53+1,43+1,43+1,43+1,53+1
146748,https://sofifa.com/player/146748/diego-lopez-rodriguez/15/157759,Diego López,Diego López Rodríguez,32,1981-11-03,196,87,Spain,Milan,83,83,0,0,GK,Right,3,3,1,Medium/Medium,Lean,Yes,,,GK,23,,2014-08-13,2018,,,,,,,,,80,86,82,80,44,82,,25,25,25,28,25,25,25,25,23,23,34,52,48,76,47,27,68,42-4,75,25,36,25,25,25-6,31,,25,25,25,80-1,86-1,82-1,82-1,80-1,,,,,,,,,,,,,,,,,,,,,,,,,,
148119,https://sofifa.com/player/148119/igor-akinfeev/15/157759,I. Akinfeev,Igor Akinfeev,28,1986-04-08,186,78,Russia,PFC CSKA Moscow,83,83,0,0,GK,Right,3,3,1,Medium/Medium,Normal,No,,,GK,35,,2003-01-01,2019,GK,1,,,,,,,84,80,83,85,56,78,"Leadership, GK Long Throw, Team Player",25,25,25,23,25,25,25,25,23,22,56,56,62,78,45,24,73,35,67,25,24,25,25,20,25,,25,25,25,84-1,80-1,83,78-1,85-1,,,,,,,,,,,,,,,,,,,,,,,,,,
158133,https://sofifa.com/player/158133/jefferson-farfan/15/157759,J. Farfán,Jefferson Agustín Farfán Guadalupe,29,1984-10-26,178,84,Peru,FC Schalke 04,83,83,0,0,RM,Right,3,3,3,Medium/Low,Normal,Yes,,#Dribbler,SUB,17,,2008-07-01,2016,RM,10,87,77,80,84,37,76,,,,,,,"Injury Prone, Flair, Speed Dribbler (CPU AI Only)",84,77,58,82,70,86,82,80,73,83-1,88,87,77,82,80-1,81,65,77,78,75,73,39,81,79,80,,25,43,29,15,12,5,12,15,78+1,78+1,78+1,83+1,80+1,80+1,80+1,83+1,81+1,81+1,81+1,82+1,74+1,74+1,74+1,82+1,63+1,65+1,65+1,65+1,63+1,58+1,52+1,52+1,52+1,58+1
162347,https://sofifa.com/player/162347/joao-filipe-moutinho/15/157759,João Moutinho,João Filipe Iria Santos Moutinho,27,1986-09-08,171,61,Portugal,AS Monaco,83,83,0,0,"CM, CAM",Right,3,4,3,Medium/Medium,Normal,No,,,RCM,8,,2013-07-01,2018,RCM,8,74,75,83,82,71,72,,,,,,,"Injury Free, Playmaker (CPU AI Only)",78,72,68,86,77,81,82,79,83,84,79,69-8,84,82-3,85,76,81,91,60,81,77,75-3,78-4,84,70,,67,75,68,13,15,15,13,13,76+1,76+1,76+1,80+1,79+1,79+1,79+1,80+1,82+1,82+1,82+1,82+1,82+1,82+1,82+1,82+1,78+1,79+1,79+1,79+1,78+1,76+1,72+1,72+1,72+1,76+1
162835,https://sofifa.com/player/162835/samir-handanovic/15/157759,S. Handanovič,Samir Handanovič,29,1984-07-14,193,89,Slovenia,Inter,83,83,0,0,GK,Right,2,2,1,Medium/Medium,Normal,No,,,GK,1,,2012-07-01,2016,GK,1,,,,,,,87,82,65,85,57,81,GK Long Throw,25,25,25,33-1,25,25,25,25,38-1,32-1,57,57,49,84,41,36-1,83,41,65,25,31-1,20-1,25,25,23-1,,25,25,25,87,82+4,65-1,81,85-1,,,,,,,,,,,,,,,,,,,,,,,,,,
168609,https://sofifa.com/player/168609/joao-miranda-de-souza-filho/15/157759,Miranda,João Miranda de Souza Filho,29,1984-09-07,186,76,Brazil,Atlético Madrid,83,83,0,0,CB,Right,3,3,2,Medium/Medium,Lean,Yes,,,RCB,23,,2011-07-01,2016,SUB,15,76,49,56,57,84,79,,,,,,,Dives Into Tackles (CPU AI Only),48,43,86+3,64,51,49-11,32,39,65,64,74,77,67,75,58,70,86,71+2,79,41,88,81,43,53,49,,86+3,83+1,85,12,6,10,13,12,60+1,60+1,60+1,57+1,58+1,58+1,58+1,57+1,57+1,57+1,57+1,60+1,62+1,62+1,62+1,60+1,71+1,73+1,73+1,73+1,71+1,77+1,82+1,82+1,82+1,77+1
173210,https://sofifa.com/player/173210/claudio-marchisio/15/157759,C. Marchisio,Claudio Marchisio,28,1986-01-19,179,76,Italy,Juventus,83,83,0,0,"CM, CDM, CAM",Right,3,4,4,High/High,Lean,Yes,,#Engine,CDM,8,,2007-06-01,2016,,,79,76,81,83,74,79,,,,,,,"Flair, Long Shot Taker (CPU AI Only), Technical Dribbler (CPU AI Only)",76-1,74-1,67-2,85,80-1,82-1,78-1,65-4,82-1,84-1,79,79,83,84-1,78,75-1,75,88+1,73+1,78-1,83-1,79-1,81-3,83-1,75-1,,67,77,83,4-1,3-1,4-1,2-1,4-1,78+1,78+1,78+1,81+1,79+1,79+1,79+1,81+1,82+1,82+1,82+1,82+1,82+1,82+1,82+1,82+1,80+1,80+1,80+1,80+1,80+1,79+1,77+1,77+1,77+1,79+1
174543,https://sofifa.com/player/174543/claudio-bravo/15/157759,C. Bravo,Claudio Andrés Bravo Muñoz,31,1983-04-13,185,84,Chile,FC Barcelona,83,83,0,0,GK,Right,2,3,1,Medium/Medium,Normal,No,,,GK,13,,2014-07-01,2018,GK,1,,,,,,,85,82,85,86,56,78,Puncher,25-7,25,25,32,25-6,25,26,25,31,25,58+3,54,64,83+1,64,32,81,44,70,31,40,23,25,25,23,,25,25,25,85+1,82+8,85-3,78,86+1,,,,,,,,,,,,,,,,,,,,,,,,,,
180930,https://sofifa.com/player/180930/edin-dzeko/15/157759,E. Džeko,Edin Džeko,28,1986-03-17,193,84,Bosnia Herzegovina,Manchester City,83,83,0,0,ST,Right,3,4,3,Medium/Medium,Lean,Yes,,,SUB,10,,2011-01-07,2018,,,71,84,68,78,36,71,,,,,,,Power Header,63-7,84,80,72+1,84,82,70,54,59,82-2,69,72-2,58,81,59,88,62+5,72,80+1,80,51,50,85+3,75,74,,25,28,25,9,11,13,15,15,82+1,82+1,82+1,75+1,81+1,81+1,81+1,75+1,78+1,78+1,78+1,74+1,70+1,70+1,70+1,74+1,57+1,60+1,60+1,60+1,57+1,54+1,50+1,50+1,50+1,54+1
181783,https://sofifa.com/player/181783/mario-mandzukic/15/157759,M. Mandžukić,Mario Mandžukić,28,1986-05-21,187,84,Croatia,Atlético Madrid,83,83,0,0,ST,Right,3,3,3,High/High,Lean,Yes,,"#Aerial Threat, #Strength",SUB,9,,2014-07-10,2018,,,75,82,61,75,43,87,,,,,,,"Beat Offside Trap, Power Header",64,85,91,74,82,75-1,58,45,42+2,79,74,76,76,83,50-24,83+1,86,84-2,87,75-1,90,41+11,84,53-1,80-1,,25,48,36,10,8,5,8,15,82+1,82+1,82+1,74+1,79+1,79+1,79+1,74+1,74+1,74+1,74+1,71+1,66+1,66+1,66+1,71+1,61+1,60+1,60+1,60+1,61+1,60+1,60+1,60+1,60+1,60+1
189358,https://sofifa.com/player/189358/shinji-kagawa/15/157759,S. Kagawa,香川 真司,25,1989-03-17,172,64,Japan,Borussia Dortmund,83,83,0,0,"CAM, LM, CM",Right,3,4,4,High/Medium,Lean,Yes,,"#Dribbler, #Acrobat",CAM,7,,2014-08-31,2018,,,82,73,76,88,32,49,,,,,,,"Flair, Technical Dribbler (CPU AI Only)",59,77,51,85,74,88,78,64,73,85-2,90,76,93,85,93+2,62,67,88,38,73,25,47,78,81,70,,25,25,21,11,9,8,9,13,74+1,74+1,74+1,80+1,78+1,78+1,78+1,80+1,82+1,82+1,82+1,80+1,76+1,76+1,76+1,80+1,61+1,61+1,61+1,61+1,61+1,52+1,41+1,41+1,41+1,52+1
189362,https://sofifa.com/player/189362/givanildo-vieira-de-souza/15/157759,Hulk,Givanildo Vieira de Souza,27,1986-07-25,180,85,Brazil,Zenit St. Petersburg,83,83,0,0,"RW, ST, RM",Left,3,2,4,High/Medium,Stocky,Yes,,"#Distance Shooter, #Strength",RM,7,,2012-09-03,2017,SUB,7,85,87,80,81,43,86,,,,,,,"Diver, Flair, Long Shot Taker (CPU AI Only), Speed Dribbler (CPU AI Only)",80-1,85-1,68,83+3,73,84,80-2,84,78+3,82-1,84-4,85,72-7,83,59-18,94+2,72,84+2,90,90+2,84,55,83-2,76,83+3,,33,41,28,6,10,7,11,12,83+1,83+1,83+1,82+1,84+1,84+1,84+1,82+1,83+1,83+1,83+1,82+1,77+1,77+1,77+1,82+1,65+1,69+1,69+1,69+1,65+1,61+1,58+1,58+1,58+1,61+1
190460,https://sofifa.com/player/190460/christian-eriksen/15/157759,C. Eriksen,Christian  Dannemann Eriksen,22,1992-02-14,177,71,Denmark,Tottenham Hotspur,82,88,0,0,"CAM, LM",Right,3,5,4,High/Medium,Normal,Yes,,,CAM,23,,2013-08-30,2018,CAM,10,81,72,83,83,47,55,,,,,,,"Injury Free, Flair, Playmaker (CPU AI Only), Technical Dribbler (CPU AI Only)",83-1,70,52,83-1,69,84,85,84,82,85-1,84-1,78-4,78-4,81,79,78,57,87-2,47,74,35,55,73-1,85-1,67,,42,52,22,9,14,7,7,6,73+1,73+1,73+1,81+1,77+1,77+1,77+1,81+1,81+1,81+1,81+1,82+1,78+1,78+1,78+1,82+1,67+1,68+1,68+1,68+1,67+1,59+1,49+1,49+1,49+1,59+1
192448,https://sofifa.com/player/192448/marc-andre-ter-stegen/15/157759,M. ter Stegen,Marc-André ter Stegen,22,1992-04-30,189,82,Germany,FC Barcelona,82,88,0,0,GK,Right,2,4,1,Medium/Medium,Normal,Yes,,,SUB,1,,2014-07-01,2019,,,,,,,,,83,81,82,85,45,78,,25,25,25,30,25,25,25,25,38,28,38,50,37,81+2,43,38,82,35,79,25,43,22,25,25,33,,25,25,25,83,81,82,78,85,,,,,,,,,,,,,,,,,,,,,,,,,,
194765,https://sofifa.com/player/194765/antoine-griezmann/15/157759,A. Griezmann,Antoine Griezmann,23,1991-03-21,176,68,France,Atlético Madrid,82,88,0,0,"LW, LM",Left,2,3,4,High/Medium,Normal,Yes,,#Acrobat,LS,7,,2014-07-29,2020,LM,11,85,77,76,83,30,68,,,,,,,Speed Dribbler (CPU AI Only),82,80,70,74,81,86,84,70,76,80,85,85,88,80,70,75,79-1,75,62,70,70,35,86,74,64,,23,22,25,14,8,14,13,14,79+0,79+0,79+0,82+0,79+0,79+0,79+0,82+0,79+0,79+0,79+0,81+0,71+0,71+0,71+0,81+0,59+0,59+0,59+0,59+0,59+0,53+0,47+0,47+0,47+0,53+0
169416,https://sofifa.com/player/169416/carlos-vela/15/157759,C. Vela,Carlos Alberto Vela Garrido,25,1989-03-01,177,75,Mexico,Real Sociedad,82,87,0,0,"RW, CAM, ST",Left,3,2,4,High/Low,Normal,Yes,,#Dribbler,LW,11,,2012-07-01,2018,,,86,77,74,85,30,65,,,,,,,"Finesse Shot, Flair, Technical Dribbler (CPU AI Only)",72-1,82,60,80,81,86,78,67,63,85,87-1,85,87,78,78-1,68,67,64,69,75,57,37,83,76-1,71,,25,22,25,8,14,8,13,10,78+1,78+1,78+1,81+1,79+1,79+1,79+1,81+1,81+1,81+1,81+1,79+1,70+1,70+1,70+1,79+1,58+1,58+1,58+1,58+1,58+1,51+1,46+1,46+1,46+1,51+1
